,id,word,chinese,explain
,,Peronism ,贝隆主义,"A political and economic ideology based on the populist ideas of Juan Domingo Perón (1895–1974), president of Argentina from 1946 to 1955 and again from october 1973 to July 1974. Peronism, which is also known in spanish as justicialismo (social justice), emphasises both nationalism and statism, with the government subsidising business and industry. to many critics, Peronism is close to fascism (Perón spent 18 years in exile in Franco’s spain and was an avowed admirer of benito mussolini), is stained by the human-rights abuses in Argentina under several Peronist governments and is economically incompetent. Although at one time Peronism embraced the political left and right, in the early 1970s Peronism became aggressively (and murderously) anti-left and anti-marxist. in Argentina today Peronism remains a political force through the Partido Justicialista, the party of former presidents carlos menem and eduardo Duhalde and subsequently of néstor kirchner, president from 2003 to 2007, and then of his wife and successor, cristina Fernández kirchner."
325,326,Pessimism,悲观主义,"The tendency to see or expect the worst. while an optimist sees a glass filled halfway as half full (see optimism), a pessimist sees it as half empty. in philosophy, pessimism is the belief that the world is as bad as can be, and that evil will prevail over good."
326,327,Phalangism,(黎巴嫩)长枪党主义,"An alternative spelling of falangism, used particularly for the ideology of the right-wing lebanese christian maronite phalange party (officially called the lebanese social democratic party), founded by pierre gemayel (1905–84) in 1936. in this sense, phalangism is the espousal of lebanese nationalism (the party’s motto is “god, nation and family”), first against french colonial rule and then, after lebanon’s independence in 1943, against what the party saw as the influence of neighbouring muslim states and the increasing presence within lebanon of palestinian refugees. in arabic the phalangists are called kata’ib, plural of katiba and the translation of the latin and greek phalanx, meaning infantry formation. they were the dominant christian force in the lebanese civil war of 1975–90."
327,328,Phallocentrism,阳性中心主义,"The notion of male dominance, through a symbolic focus on the phallus or penis. the word was a neologism coined by the deconstructionist french philosopher jacques derrida (1930–2004), who also used, with an identical meaning, the word “phallogocentrism”."
328,329,Pharisaism,法利赛主义,"The doctrine of the pharisees, a jewish sect that first appeared in history in the 2nd century bc. the pharisees (the term is derived from a hebrew word meaning set apart) believed there were two torahs (the law of god as revealed to moses): both the written torah of five books and an “oral torah”, which encompassed not just an oral revelation to moses but also the product of rabbinical debate. this allowed jews to interpret the law of moses in the light of changing circumstances (for example, colonisation by the romans), but it also meant that there was a pharisaic ruling for virtually every feature of life, leading to the accusation that the pharisees were more interested in the letter of the law than its spirit. the main opponents of the pharisees were the sadducees, who believed only in the written torah. in contrast to the sadducees, the pharisees believed in an afterlife and the resurrection of the dead. after the destruction of the temple in jerusalem in 70ad, the pharisees disappeared from history, but their theology has remained influential among rabbinical scholars (by contrast, christian tradition has a low regard for the pharisees, accusing them of hypocrisy – though jesus was possibly a pharisee and st paul certainly was)."
329,330,Phenomenalism,现象论,"A philosophical theory that knowledge is confined to what is perceived by the senses. in the words of the british philosopher john stuart mill (1806–73), “objects are the permanent possibilities of sensation.” the theory can be traced back to george berkeley (1685–1753), an anglo-irish philosopher, and david hume (1711–76), a scottish philosopher. hume argued that percepts (what is perceived) and concepts are the sole objects of knowledge, with the objects of perception and the nature of the mind itself remaining unknowable. physical objects do not exist as things in themselves but only as sensory perceptions (for example, redness or hardness) situated in time and in space. the term “matter” is meaningless for phenomenalists unless defined by reference to sensations. in the “bundle theory” of phenomenalism, objects consist of bundles of perceptions: an apple can be perceived as being green and hard – and when the greenness and hardness are no longer perceived, the apple no longer exists. but what if the apple is in an empty room? the solution is to construct a hypothesis: “if there were someone in the room, he or she would perceive the apple.” (see also sensationalism.)photojournalism the practice of transmitting news in newspapers and magazines by photographs. the origins of photojournalism lie in pictures taken of the crimean war in the mid-19th century, but the “golden age” was in the mid-20th century, when magazines such as life in america and paris match in france built large circulations through their use of photographs. magnum photos, a co-operative agency established in 1947 by henri cartier-bresson (1908–2004) and robert capa (1913–54), among others, has become a byword for superb coverage of world events and cultural phenomena by some of the world’s best photographers. at the same time, the development of digital photography, enabling even a mobile phone to take photographs, has in the 21st century created a new breed of “citizen photojournalists”, encouraged by news outlets to send them their photographs."
,,Photojournalism,新闻摄影,"The practice of transmitting news in newspapers and magazines by photographs. the origins of photojournalism lie in pictures taken of the crimean war in the mid-19th century, but the “golden age” was in the mid-20th century, when magazines such as Life in America and Paris Match in France built large circulations through their use of photographs. magnum Photos, a co-operative agency established in 1947 by henri cartier- bresson (1908–2004) and robert capa (1913–54), among others, has become a byword for superb coverage of world events and cultural phenomena by some of the world’s best photographers. At the same time, the development of digital photography, enabling even a mobile phone to take photographs, has in the 21st century created a new breed of “citizen photojournalists”, encouraged by news outlets to send them their photographs."
330,331,Pietism,敬虔主义,"The state of being, perhaps excessively, devoutly religious. in history, pietism was a religious movement, begun in germany in the 1670s and lasting until the mid-18th century, for the revival of piety (from the latin pietas) in the lutheran church. its first leader was philipp jakob spener (1635–1705), who published pia desideria (pious desires) in 1675. these goals were greater private and public use of the scriptures; greater involvement of the laity; the importance of testifying to the practical benefits of living faith; ministerial training that emphasised piety rather than scholasticism; and preaching with the purpose of instruction. as part of this, spener organised collegiae pietatis (assemblies of piety) in which lay christians would meet for bible study and religious discussion. after spener, leadership of the movement passed to august hermann francke (1663–1727), who made the university of halle a centre of pietism (heinrich melchior mühlenberg was sent from halle in 1742 to organise american lutheranism). pietism survives in parts of germany and is implicit in evangelical protestantism around the world."
331,332,Plagiarism,剽窃,"Taking someone else’s writing or ideas and passing them off as one’s own. the word, derived from the latin plagiarius, or kidnapper, was first used in the early 17th century but undoubtedly, human nature being what it is, instances of plagiarism long predate that. accusations, proven or not, of plagiarism have frequently featured in academic writing, journalism and music. in the 1970s, for example, the former beatle george harrison was successfully sued for copying the melody of the chiffons’ he’s so fine for his own song my sweet lord. plagiarism in music may often be unintentional. this is less likely in scientific writing, literature and journalism. in 2009 the british poet andrew motion was accused of “shameless burglary” by a military historian, ben shephard, after using passages from a book by shephard. motion replied that shephard had “got the wrong end of the stick” and that his use of lines from shephard’s book was an example of “found poetry” going back to shakespeare. in the age of google, plagiarism has become both easier to commit and easier to detect – as many a student and teacher has realised."
332,333,Platonism,柏拉图主义,"The philosophy of plato (c428–347bc) and his followers, arguing in the “theory of forms” that there exist abstract objects of which objects that can be identified by the senses are imperfect copies. based on the teachings of plato’s master, socrates, platonism appears to deny the reality of the material world. in plato’s “allegory of the cave”, socrates reckons the invisible world to be the most knowable and the visible world the least knowable. the idea is that prisoners in a cave who can only see shadows on the wall of the cave attribute forms to these shadows, which is the closest they can get to seeing reality. by contrast, the philosopher is like a prisoner freed from the cave and able to see that the shadows are not reality."
333,334,Pluralism,多元主义,"A state in which two or more coexist, hence in politics the idea of sharing power among a number of parties or holding more than one office at the same time. in philosophy, pluralism is the recognition of more than one principle; in religion, pluralism holds that no one religion is the sole source of truth."
334,335,Plutonism,火成论,"The theory, first put forward by the scottish geologist james hutton (1726–97), that igneous rocks such as granite were formed by the solidification of molten magma beneath the earth’s surface. plutonism (named after pluto, the roman god of the underworld) supplanted the “neptunism” (from neptune, the roman god of the sea) theory of the german geologist abraham werner (1750–1817), who held that rocks were sedimentary in origin, the result of a great flood."
335,336,Pointillism,点画派,"A style of neo-impressionist painting in the 19th century in which the artist uses tiny dots of primary colours which blend together in the viewer’s eye to form shapes and the impression of secondary colours. the artist most associated with pointillism was georges-pierre seurat (1859–91). an example is his painting a sunday afternoon on the island of la grande jatte. ironically, the term pointillism – coined by art critics in the 1880s – was first used to ridicule the style."
336,337,Polymorphism,多态性,"The state of having many shapes or forms. in biology, for example, polymorphism (from the greek polu-, meaning many, and morphe, meaning form) means the occurrence of different forms within a single population or within the life cycle of an organism. in computing, polymorphism is a feature of a programming language allowing different data types to be handled by a uniform interface."
337,338,Polytheism,多神教,"The belief in more than one god, as opposed to monotheism, the belief in a single god. polytheism, from the greek polu-, meaning many, and theos, meaning god, was a feature of pharaonic egypt and of ancient greece and rome, with the various gods and goddesses gathered in a “pantheon”. it remains a feature of several religions, such as hinduism and shintoism (though many hindus consider that their faith’s various deities emanate from a single god)."
338,339,Populism,民粹主义,"The practice of appealing to the people, as opposed to any elite. in politics, populism can come close to demagoguery, and is often associated with fascism, nationalism and the extreme right. nonetheless, any political party, regardless of its place on the ideological spectrum, is likely to advance a populist policy or initiative to win votes."
339,340,Positivism,实证主义,"The quality of being positive, as opposed to negative. as a school of philosophy positivism, a term first used in the 19th century by the french philosopher auguste comte (1798–1857), maintains that every rational assertion can be verified by science, logic or mathematics. in other words, the only true knowledge is that which is based on experience, to the exclusion of metaphysical speculation. positivism, also espoused by john stuart mill (1806–73), is closely related to empiricism and pragmatism. logical positivism was a development formulated by the vienna circle of philosophers in the 1920s. they argued that knowledge depended on the verification of public rather than personal experience, and considered that metaphysical doctrines were not so much false as meaningless."
,,Poststructuralism,后殖民主义,"An approach to politics, literature and sociology, originating in the second half of the 20th century, that is based in or deals with the experiences of former colonies. notable theorists of postcolonialism were the French writer Frantz Fanon (1925–61) and the Palestinian-American edward saïd (1935–2003). Fanon, whose opposition to colonialism led him from theory to action, working to help Algerian resistance fighters (he was himself wounded in 1957 near the Algerian-tunisian border), wrote the influential Les Damnés de la terre (the Wretched of the earth) in 1961, calling for the dispossessed peoples of the world to rise up in violent revolution. intrinsic to postcolonialism is the difficult legacy of colonialism in many countries: witness the problem of forming a national identity, for example, when frontiers left by the colonisers pay scant regard to ethnicity, language or religion (as in Nigeria)."
340,341,Postcolonialism,后现代主义,"An approach to politics, literature and sociology, originating in the second half of the 20th century, that is based in or deals with the experiences of former colonies. notable theorists of postcolonialism were the french writer frantz fanon (1925–61) and the palestinian-american edward saïd (1935–2003). fanon, whose opposition to colonialism led him from theory to action, working to help algerian resistance fighters (he was himself wounded in 1957 near the algerian-tunisian border), wrote the influential les damnés de la terre (the wretched of the earth) in 1961, calling for the dispossessed peoples of the world to rise up in violent revolution. intrinsic to postcolonialism is the difficult legacy of colonialism in many countries: witness the problem of forming a national identity, for example, when frontiers left by the colonisers pay scant regard to ethnicity, language or religion (as in nigeria)."
341,342,Postmodernism,后结构主义,"A late 20th-century concept in philosophy, the arts and architecture that mistrusts the grand theories associated with modernism and argues that there is no absolute truth. postmodernism, in many ways a disillusioned reaction to the second world war, has no central organising principle and has therefore often been the subject of parody. a leading theorist of postmodernism was the french sociologist jean baudrillard (1929–2007). in art, postmodernism embraces installation art and “happenings”. in architecture, postmodernism rejects the stark functionality of modernism and attempts to add an element of beauty. the modernist architect mies van der rohe (1886–1969) famously said: “less is more.” the postmodernist robert venturi has countered: “less is a bore.”poststructuralism a movement, associated with postmodernism and created by french intellectuals in the politically and socially turbulent late 1960s, that mistrusts the pretensions to objectivity of structuralism. instead, poststructuralism holds that language is a code, with its meaning derived from the contrast of its various parts. key proponents of poststructuralism included jacques derrida (1930–2004) and roland barthes (1915–80). in literary criticism, poststructuralists reject the idea of a text having a single meaning imposed by the author. instead, every reader creates a new meaning. ironically, many poststructuralists, such as barthes and michel foucault (1926–84), were formerly – or even simultaneously – structuralists."
342,343,Pragmatism,实用主义,"Derived from the greek for “deed”, pragmatism is an attitude or form of behaviour that focuses on practicality. therefore, in philosophy, pragmatism is a movement that accepts a proposition if it is seen to work. the philosophical movement began in 19th-century america with the ideas of william james (1842–1910), john dewey (1859–1952) and charles sanders peirce (1839–1914). peirce later called these ideas “pragmaticism” – a name “ugly enough to be safe from kidnappers” (though he argued that his ideas were not quite the same as james’s). in contrast to cartesians and their quest for certainty, pragmatists believe no statement about the world is absolutely certain; instead, theories may need to be modified in the light of experience."
343,344,Presbyterianism,长老制,"A form of government in protestant christianity in which the church is administered locally by a pastor and a group of elders (presbyteros is greek for elder) for each congregation and then regionally and nationally by courts composed of ministers and elders. this form of government was introduced by john calvin in geneva in 1541, on the basis that it represented the practice of the early church."
344,345,Presentism,当下主义,"The practice of interpreting the past according to the attitudes and values of the present – a temptation to which politicians, journalists and even historians are wont to succumb."
345,346,Priapism,胀阳症,"A condition in which a man’s penis is persistently, and often painfully, erect. the word comes from the greek priapizein, meaning “to be lewd”, and is a reference to priapus, the god of fertility in greek mythology, whose penis was pictured as disproportionately large and erect."
346,347,Prism,棱镜,"A geometric figure, from the greek prisma, meaning a “thing sawn”, with two end faces that are equal and with sides that are parallelograms. in optics, a prism is therefore a triangular device that can separate white light into a spectrum of colours. used figuratively, the term implies distortion: for example, black americans might well view politics through the prism of racism."
347,348,Progressivism,进步主义,"The favouring of change and reform in society and politics, usually – though not invariably – associated with parties of the political left. in america, progressivism made its mark in the late 19th century onwards as a reaction to, and remedy for, the social problems brought about by industrialisation and urbanisation. cities such as toledo, detroit and san francisco, for example, elected progressive mayors in the 1890s who promised municipal ownership of utilities and better housing codes. president theodore roosevelt (1858–1919), though a republican, was also a leader of the progressive movement, taking measures in the first years of the 20th century to regulate the railways and break up monopolies."
348,349,Proselytism,该宗,"The seeking of converts to a religion – a corollary of evangelical christianity (see evangelism) and a duty of the mormons (see mormonism), who normally spend a period of their youth as missionaries. while christianity in general feels a need to “spread the word of god”, there are many religions that eschew proselytism. judaism, for example, traditionally seeks no converts, and religious membership for the druzes and most zoroastrians (see zoroastrianism) can only be inherited, not acquired. the derivation of the word is from the greek proseluthos, meaning stranger or convert, which in turn comes from proserkhesthai, meaning approach."
349,350,Protectionism,保护主义,"The practice of protecting a country’s domestic industries or companies from foreign competition by restricting imports, usually by quotas or tariffs (though also by non-tariff barriers such as managed exchange rates or excessive paperwork). most economists, citing the “law of comparative advantage” outlined by david ricardo (1772–1823) in 1817, agree that protectionism makes little sense when contrasted with the benefits of free trade. nonetheless, protectionism has been politically tempting throughout history, be it during the mercantilist period of empire building or the more modern focus on minimising unemployment. protectionists cite the need to safeguard sectors, such as agriculture, when foreign sources might be cut off in time of war; the need to protect “key” industries such as defence; and the need to protect jobs. in developing countries, it is often argued that infant companies and industries need a period of protection so that they can grow strong enough to survive international competition. all these arguments have a certain force, but all too often they result in harmful distortions or delay inevitable economic adjustment. for example, the european union’s protectionist subsidies to farmers through its common agricultural policy have certainly made europe self-sufficient in food – but at an enormous cost that could have been better spent elsewhere, and also to the detriment of farmers in developing countries who have to compete with eu surpluses dumped on the world market. in pointing out the dangers of protectionism, free traders note the damaging impact of america’s imposition of import tariffs during the great depression, with world trade falling by 66% between 1929 and 1934."
350,351,Protestantism,新教,"One of the three main branches of christianity, the other two being roman catholicism and the eastern orthodox church. protestantism originated in the 16th-century reformation in which european theologians such as martin luther (1483–1546) sought (and failed) to reform the roman catholic church. the first use of the word was in 1529, when the lutheran minority in the catholic-dominated diet of speyer, in germany, objected to the decision that the authority of the catholic church be restored and issued a formal “protestation” that “in matters which concern god’s honour and salvation and the eternal life of our souls, everyone must stand and give account before god for himself”. protestantism is not so much a denomination of christianity as a collection of denominations, from anglicans to anabaptists, which all reject papal authority and accept just two sacraments – baptism and communion – rather than the seven of the roman catholics (baptism, communion or eucharist, reconciliation or penance, confirmation, marriage, holy orders and the anointing of the sick). protestants also hold that forgiveness comes through faith alone; that the priesthood is for all believers; and that the holy scriptures are the supreme authority. however, in matters of liturgy the anglicans are extremely close to the roman catholics, whereas baptists, for example, retain very little of catholic ritual."
351,352,Puritanism,清教主义,"A censorious attitude towards pleasure, especially sexual pleasure. in religion, puritanism was a reform movement in the late 16th and 17th centuries among british protestants who regarded the reformation of the church of england under elizabeth i (1533–1603, reigning from 1558) as unfinished, and who wanted to “purify” anglicanism from the remnants of roman catholic “popery”. the reformation, that is the separation from roman catholic authority, had occurred in 1534 in the reign of the much-married henry viii and protestantism had continued under edward vi – but during the reign of queen mary (1553–58) england had returned to roman catholicism, before reverting again to protestantism on the accession of elizabeth. during the reign of elizabeth’s successor, james i (james vi of scotland), the puritans suffered persecution, which encouraged the first puritan emigration to america on the mayflower in 1620. some puritans had earlier chosen to remain in the church of england; they became known, after the restoration of the monarchy in 1660 (following the interlude of cromwell’s rule), as nonconformists for their refusal to conform to the book of common prayer (others became “separatists”, leaving the anglican church altogether). in their doctrine, the puritans adhered to calvinism: for example, god had decided before the creation of the world who was damned and who would be saved; christ died for the select only; and man was born in sin. the puritan “great migration” to america in the 1630s has indelibly influenced the culture of the country, not just with the growth of fundamentalist and evangelical christianity but also with strict attitudes towards moral laxity and alcohol (witness the period of prohibition from 1920 to 1933)."
352,353,Quakerism,贵格会,"The doctrine of the religious society of friends, a christian movement of some 210,000 followers founded around 1650 by george fox (1624–91), a british “dissenter” from the church of england. the quakers, or friends, believe each person has an “inner light”, with god working directly with the soul. in consequence, there is no need for any intermediary, such as a priest. the quakers originally saw themselves as returning to the purity of early christianity, and as such often called each other “saint”. in contrast to other christian denominations, there is no set liturgy; nor do quakers practice baptism or celebrate the eucharist. quakers gather in meeting houses rather than churches, and stay silent until “moved by the spirit” to say something to the meeting. so different are quaker beliefs from the mainstream of christianity that in the early years they frequently faced persecution as heretics. in the massachusetts bay colony in america, for example, quakers were exiled on pain of death; and in britain they were banned from sitting in parliament from 1698 to 1833. however, the american state of pennsylvania was founded in 1681 by william penn (1644–1718), a quaker contemporary of fox, as a community based on quaker pacifism. the name “quaker” may allude to the apparent fits experienced by worshippers when moved by the holy spirit, but is more likely to come from fox’s journal, recounting that in his court appearance in 1650 on a charge of blasphemy, justice bennet “called us quakers because we bid them tremble at the word of god”. one characteristic of the quaker movement is its philanthropy and sense of social justice, illustrated, for example, by the way that the cadbury family in 19th- and 20th-century britain established the “model village” of bournville for the workers in its chocolate factory."
353,354,Quietism,寂静主义,"An acceptance of things as they are, but more particularly in christianity a mystical recourse to meditation and the abandonment of the will. the term originated with the teachings of the spanish priest miguel de molinos (c1628–96), whose doctrines, paying scant attention to catholic ritual and authority, were condemned as heresy by pope innocent xi in 1687."
354,355,Quixotism,唐吉诃德式性格,"The quality of being quixotic – that is, being idealistic at the expense of being practical and of seeking fanciful and unrealisable goals, especially romantic and chivalrous ones. the word, first used in the late 18th century, is an allusion to the naively romantic don quixote in the two volumes, published in 1605 and 1615, of the satirical novel the ingenious hidalgo don quixote de la mancha, by the spanish writer miguel de cervantes (1547–1616). by “tilting at windmills”, or attacking imaginary enemies, don quixote was indulging in quixotism."
355,356,Racialism,种族主义,"Another, less common, word for racism."
356,357,Racism,种族主义,"The belief that races are not equal, and so the practice of prejudice and discrimination against someone of a different, supposedly inferior race. racism has undoubtedly existed throughout history: the ancient greeks and romans called foreigners “barbarians”, a word with a pejorative nuance. racism towards the natives of their colonies was a common feature of european imperialism and an obvious component of slavery in america (whose black population still suffers from acts of racism despite equal-opportunity legislation). it also underlay adolf hitler’s notion of aryan supremacy and the nazis’ persecution of the jews. one of the clearest practices of racism in more modern times was the system of apartheid, or segregation, in south africa from 1948 to 1991, with whites considered superior to their “coloured” (or mixed race) and black compatriots. stokely carmichael (1941–98), a black panther and black civil-rights activist in 1960s america, is credited with coining the term “institutional racism”, for racism committed by governments, public bodies or corporations. a 1999 report by a committee inquiring into the 1993 murder of a black youngster in london accused the metropolitan police of “institutional racism” – and the police accepted the charge."
357,358,Radicalism,激进主义,"The practice (from radix, the latin for root) of going back to fundamentals. in politics, radicalism is the practice of promoting fundamental change in society and is often associated with parties of the left. historically, the term was first used in 18th-century britain and became more common in the 19th century, notably to describe the electoral reform ideas of the liberal party. it was also a political theme in 19th-century france, where georges clemenceau’s radicals claimed to be the heirs of the french revolution. today, the word is often used in the term “islamic radicalism”, more or less synonymous with islamic fundamentalism."
358,359,Randianism,兰德主义,"The philosophy of the russian-born american writer ayn rand (1905–82) and her embrace of objectivism, a philosophy that extols laissez-faire capitalism and the power of the individual. rand, born alissa zinovievna rosenbaum, wrote, among other works, two best-selling novels to articulate the notion that achievement comes from individual effort. in the fountainhead, published in 1943, the protagonist maintains his integrity against the temptation to compromise; in atlas shrugged, published in 1957, two industrialists struggle to continue their business as society decays. contained in rand’s writing is always the struggle of the individual against collectivism, a theme that struck a popular chord in america in the second half of the 20th century."
359,360,Rastafarianism,拉斯特法里教,"A religious movement, originating in jamaica in the 1930s, that holds that haile selassie (1892–1975), emperor of ethiopia from 1930 to 1974, was the messiah, who would lead africans and people of african origin to a golden age. the word derives from ras, meaning head and a title of nobility in ethiopia, and tafari, part of haile selassie’s pre-coronation name. rastafarians are monotheists (see monotheism), calling god “jah”, who lives within each person – hence the way rastafarians often refer to themselves as “i and i”, which can also be used for “we”. jesus, considered by rastafarians to be black, is accepted as a personification of god. his teachings, however, have been corrupted by “babylon”, or white, western society. by contrast, zion, the land promised by jah, is africa, particularly ethiopia. the smoking of ganja, or cannabis, is a spiritual act essential to rastafarianism. some rastafarians consider that wearing their hair in matted dreadlocks is also essential to their faith."
360,361,Rationalism,理性主义,"The belief that opinions and actions should be based on reason, as opposed to emotion or religious faith. as a philosophical theory rationalism – in contrast to empiricism – holds that reason, not experience, is the basis and test of knowledge. rationalism was intrinsic to the thinking in the 17th century of rené descartes (1596–1650), who argued that mathematical truths could only be arrived at by reason. other 17th-century exponents of rationalism were the german philosopher gottfried leibniz (1646–1716) and the dutch philosopher baruch spinoza (1632–77)."
361,362,Reaganism,里跟主义,"The political and social philosophy of ronald reagan (1911–2004), america’s president from 1981 to 1989, characterised by the belief that government intervention is invariably bad (government should therefore be as small as possible). accompanying this belief was an advocacy of monetarism and supply-side economics and a foreign policy based on a strong military and opposition to communism and the soviet union (“the evil empire”, in reagan’s phrase). reaganism in america was matched in the 1980s in its free-trade convictions and supply-side economics by thatcherism in britain. supply-side economics holds that an artificial increase in aggregate demand (for example, by keynesian intervention) achieves nothing in real terms since more labour will be needed to meet the increase in demand and this will require an increase in wages. instead, improvements to the supply of labour and goods should be made by measures such as cutting taxes, eliminating monopolies, reducing regulation, limiting the anti-competitive activity of trade unions and increasing the mobility of labour. both reagan and thatcher were heavily influenced by neoconservative thinkers and by monetarist economists, such as milton friedman (1912–2006), from the university of chicago."
362,363,Realism,现实主义,"The practice of accepting reality, and so of dealing with things as they are. realism in art and literature involves accurate depiction, even at the expense of beauty, for example in the 19th-century paintings of gustave courbet (1819–77) and the novels of honoré de balzac (1799–1850), stendhal (1783–1842) and gustave flaubert (1821–80). as a philosophical term, realism goes back to ancient greece and plato’s concept of “universals” – properties that can apply to many things rather than just one. realism holds that universals really do exist (by contrast, conceptualism holds that they exist only in the mind)."
363,364,Reductionism,还原论,"The practice of simplifying a complex phenomenon so that it becomes more easily intelligible – in other words, reducing the complicated to its underlying fundamentals. the seductive argument is that a complex system is simply the sum of its parts, and the parts can be – reductively – studied individually."
364,365,Regalism,王权至上论,"The doctrine of royal supremacy or prerogative, especially in the affairs of the church. regalism was a feature of gallicanism, the doctrine developed in medieval france that subordinated the rights of the church to the power of the state."
365,366,Regionalism,区域主义/地域性,"The practice of political or economic administration at the regional rather than central or local level. as a linguistic term, regionalism refers to a feature of language, such as pronunciation or the choice of words, specific to a particular region. in geopolitics, regionalism refers to political or economic collaboration – such as the association of south-east asian nations or the north american free trade agreement – concluded on a regional rather than global basis."
366,367,Relativism,相对主义,"The idea that concepts such as truth and morality are not absolute but exist in relation to their context. a clichéd example is that “beauty is in the eye of the beholder”. relativism is hardly new: the 5th-century bc greek historian herodotus noted that each society thinks its way of doing things is the best, and in the 17th century baruch spinoza (1632–77) argued that nothing is intrinsically good or evil (a view disputed by many today, who argue that genocide, for example, is inherently evil)."
367,368,Republicanism,共和主义,"The advocacy of a republic – as opposed to, say, a hereditary monarchy – as the proper form of government. the term derives from the latin res publica (meaning public matter) and was originally applied to the form of government common to classical athens and sparta and to pre-imperial rome. the underlying principle of republicanism is that it gives the individual citizen a stake in the common good. in modern usage (at least outside britain and much of the commonwealth, whose symbolic head is the british monarch), republicanism tends to mean the ideology of the republican party in the united states. it can also be qualified, so that irish republicanism, for example, means the ambition for some, mainly catholic, in northern ireland to unite this part of the united kingdom (a monarchy) with the republic of ireland. similarly, in australia republicanism means the desire to remove the british monarch as its head of state."
368,369,Revisionism,修正主义,"A term, often derogatory, to describe the modification or reinterpretation of historical events or of a political ideology. for example, the reinterpretation of marxism to argue that violent revolution is not a necessary precursor to socialism, which, instead, can be achieved through evolution."
369,370,Rightism,右派,Support for the views and policies of the political right.
370,371,Roman Catholicism,罗马天主教,"The practices and doctrines of the roman catholic church, the largest christian denomination with over 1 billion followers. roman catholicism is characterised by the authority it grants to its head, the pope, as the successor to the apostle st peter – notably in the doctrine, defined in 1870, of papal infallibility. other features include the celebration of the mass or eucharist, in which, according to the doctrine of transubstantiation, the consecrated bread and wine become the body and blood of christ; the veneration of the virgin mary, as the mother of jesus, and of other saints; the celibacy of the priesthood; the practice of confession by believers to be absolved of their sins; and opposition to contraception and abortion. much of the ritual and thinking of roman catholicism came as a response by the church’s ecumenical council of trent (1545–63) to the attempts by martin luther (1483–1546), beginning in 1517, to reform the church. those attempts led to the protestant reformation and the schism between the roman catholic church and the protestants (see protestantism)."
371,372,Romanticism,浪漫主义,"The state of being romantic. in the arts, romanticism was a movement originating in the late 18th century that emphasised subjective inspiration and the exalted individual as a reaction against the constraints of neoclassicism and the rationalism of the enlightenment. the movement included painters such as j.m.w. turner (1775–1851) and eugène delacroix (1798–1863). in painting, romanticism gave way to realism in the 1840s, but in music, romanticism continued throughout the 19th century, with composers such as franz schubert (1797–1828) and franz liszt (1811–86). in literature, romanticism included poets such as lord byron (1788–1824) and percy bysshe shelley (1792–1822) and writers such as aleksandr pushkin (1799–1837)."
372,373,Rosicrucianism,玫瑰十字会,"The practices of the rosicrucians, a secret order in the 17th and 18th centuries devoted to mysticism and aspiring to alchemy. the society was supposedly formed after the publication of an anonymous pamphlet in 1614 featuring a mythical 15th-century german knight called christian rosenkreuz (literally “rose cross” – a combination that gave the order its symbol). some accounts say that rosenkreuz was really paracelsus, a 16th-century swiss physician and alchemist; others that he was really the english philosopher francis bacon (1561–1626). in any event, rosenkreuz is said to have brought back to europe wisdom and knowledge acquired from sufis and zoroastrians on trips to the middle east. several groups today use the term to describe themselves, stressing mysticism rather than any particular religious doctrine."
373,374,sabbatarianism,安息日主义,"The observance of the sabbath – the seventh day of the week – by jews between friday evening and saturday evening and by christians on sunday (though some christian sabbatarians observe the jewish sabbath). the origins of the term, derived from the hebrew shabbath, meaning rest, lie in the biblical account of creation in the book of genesis, where god created the heavens and the earth in six days and then rested on the seventh. for christians, observance of the sabbath as a day of rest constitutes the fourth (“remember the sabbath day, to keep it holy”) of the bible’s ten commandments. the idea is also rooted in the notion that christ was resurrected on the first day of the week. sabbatarianism was strictly enforced by british presbyterians in the 17th century, especially during the so-called interregnum between the abolition of the monarchy in 1649 and the restoration of charles ii in 1660."
374,375,sacerdotalism,司铎制度,"The system or practices of the priesthood (from the latin sacerdos, or priest, meaning “one who gives a sacred offering”). in particular the term refers to a doctrine attributing supernatural powers to priests or the right to make a propitiatory sacrifice. in roman catholicism, according to vatican ii (the conclusions of an ecumenical council of the vatican in 1962–65 under pope john xxxiii and pope paul vi), “through the ministry of priests, the spiritual sacrifice of the faithful is made perfect in union with the [eternal] sacrifice of christ, the sole mediator. through the hands of the priests and in the name of the whole church, the lord’s sacrifice is offered in the eucharist [holy communion] in an unbloody and sacramental manner until he himself returns.” by contrast, lutherans reject sacerdotalism, arguing that the eucharist is not a sacrifice by priests to protect congregants from divine wrath but is offered by god as an assurance of his mercy (see lutheranism)."
375,376,sadism,萨德主义,"The derivation of pleasure, especially sexual pleasure, from inflicting pain and humiliation on others. if the recipients accept their pain and humiliation willingly, they are masochists (see masochism), and the shared practice is known as sadomasochism. the term was coined in the late 19th century by richard von krafft-ebing (1840–1902), a german psychiatrist, referring to the marquis de sade (1740–1814), a french aristocrat who chronicled his perverted sexual practices in a series of erotic novels and advocated licentiousness unrestrained by conventional morality."
